election_date,anc,last_name,first_name,suffix
1998-11-03,2F01,Stephens,David H.,
2000-11-07,2E07,Birch,Tom,
2000-11-07,2E08,Ryan,Mark P.,
2000-11-07,2F01,Stephens,David H.,
2002-11-05,2E07,Ryan,Mark P.,
2002-11-05,2F01,Silverman,Cary,
2004-11-02,2E07,Eason,Charles F.,Jr
2004-11-02,2F01,Reed,Charles,
2006-11-07,2E07,Eason,Charles F.,Jr
2006-11-07,2F01,Reed,Charles,
2008-11-04,2E07,Eason,Charles F.,Jr
2008-11-04,2F01,Reed,Charles,
2010-11-02,2E07,Eason,Charles F.,Jr
2010-11-02,2F01,Reed,Charles,
2012-11-06,2E07,Eason,Charles F.,Jr
2012-11-06,2E08,Prindiville,Peter,
2012-11-06,2F01,Lallas,Peter,
1992-11-03,2F02,Brandon,Jim,
1992-11-03,2F03,Ebel,Bob,
1992-11-03,2F04,Shell,Laura A.,
1994-11-08,2F02,Brandon,Jim,
1994-11-08,2F03,Ebel,Bob,
1994-11-08,2F04,Morris,David,
1996-11-05,2F02,Brandon,Jim,
1996-11-05,2F03,Travers,Jeffrey,
1996-11-05,2F04,Kramer,Helen M.,
1998-11-03,2F02,Brandon,Jim,
1998-11-03,2F03,Snell,Stephen H.,
1998-11-03,2F04,Kramer,Helen M.,
2000-11-07,2F02,Brandon,Jim,
2000-11-07,2F03,Asare-Bediako,Barbara,
2000-11-07,2F04,Kramer,Helen M.,
2002-11-05,2F02,Brandon,Jim,
2002-11-05,2F03,Trimble,Miriam K.,
2002-11-05,2F04,Kramer,Helen M.,
2004-11-02,2F02,Brandon,Jim,
2004-11-02,2F03,Dyer,Christopher,
2004-11-02,2F04,Raymond,Matt,
2006-11-07,2F02,Richardson,Jim,
2006-11-07,2F03,Dyer,Christopher,
2006-11-07,2F04,Trock,Jennifer,
2008-11-04,2F02,Schneider,Monica,
2008-11-04,2F03,Vargas,Brian,
2008-11-04,2F04,Raymond,Matt,
2010-11-02,2F02,Barton,Emily,
2010-11-02,2F03,Goekjian,Samuel,
2010-11-02,2F04,No candidate,,
2012-11-06,2F02,Cain,Walt,
2012-11-06,2F03,Linn,Chris,
2012-11-06,2F04,Fanning,John,
1992-11-03,2F05,Blakeslee,Elizabeth,
1992-11-03,2F06,Sykes,Merle L.,
1994-11-08,2F05,Riddle,Robert Ryan,
1994-11-08,2F06,Solomon,Beth,
1996-11-05,2F05,Miles,Leslie,
1996-11-05,2F06,Foxworth,Rodney D.,
1998-11-03,2F05,Miles,Leslie,
1998-11-03,2F06,Foxworth,Rodney D.,
2000-11-07,2F05,Miles,Leslie,
2000-11-07,2F06,Hinterlong,Bob,
2002-11-05,2F05,No candidate,,
2002-11-05,2F06,Hinterlong,Bob,
2004-11-02,2F05,Biasillo,Sandra,
2004-11-02,2F06,Nelson,Michael G.,
2006-11-07,2F05,Biasillo,Sandra,
2006-11-07,2F06,Benardo,Michael B.,
2008-11-04,2F05,Cole,Dustin,
2008-11-04,2F06,Benardo,Michael B.,
2010-11-02,2F05,No candidate,,
2010-11-02,2F06,Benardo,Michael,
2012-11-06,2F05,Lamare,Jim,
2012-11-06,2F06,Melcher,Greg,
2012-11-06,2F07,Raymond,Matt,
1979-11-06,3A01,No candidate,,
1981-11-03,3A01,No candidate,,
2012-11-06,2F08,Connolly,Matthew,
1979-11-06,3A02,Sellery,Harry A.,
1979-11-06,3A03,No candidate,,
1979-11-06,3A04,Bonderman,Judith,
1981-11-03,3A02,Sellery,Harry A.,
1981-11-03,3A03,Sanjour,William,
1981-11-03,3A04,Hinds,Pamela Dee,
1979-11-06,3A05,No candidate,,
1979-11-06,3A06,No candidate,,
1979-11-06,3B01,No candidate,,
1981-11-03,3A05,Robinson,Timothy L.,
1981-11-03,3A06,Kukulski,Raymond J.,
1981-11-03,3B01,Gavalla,George A.,
1984-11-06,3B01,Ronde,Ausha,
1986-11-04,3B01,Ronde,Ausha,
1988-11-08,3B01,Hamer,Barbara A.,
1990-11-06,3B01,Hamer,Barbara A.,
1992-11-03,3B01,Hamer,Barbara A.,
1994-11-08,3B01,Simonds,Sprague,
1996-11-05,3B01,Simonds,Sprague,
1998-11-03,3B01,Procida,Richard Mario,
2000-11-07,3B01,No candidate,,
2002-11-05,3B01,Ritzenberg,Toni A.,
2004-11-02,3B01,Gordon,Tamela,
2006-11-07,3B01,Fiorillo,Kathleen W.,
2008-11-04,3B01,Fiorillo,Cathy,
2010-11-02,3B01,Thielen,Ben,
2012-11-06,3B01,Fiorillo,Joe,
1979-11-06,3B02,Marcus,Michael S.,
1979-11-06,3B03,Looney,Mark W.,
1979-11-06,3B04,No candidate,,
1981-11-03,3B02,Myers,Phyllis,
1981-11-03,3B03,Looney,Mark W.,
1981-11-03,3B04,Plotkin,Mark L.,
1984-11-06,3B02,Huntington,Jane,
1984-11-06,3B03,Plotkin,Mark L.,
1984-11-06,3B04,Threadgill,Francis D.,
1986-11-04,3B02,Everett,Jack,
1986-11-04,3B03,Click,David,
1986-11-04,3B04,Threadgill,Francis D.,
1988-11-08,3B02,White,Phyllis M.,
1988-11-08,3B03,Panchak,Sandy,
1988-11-08,3B04,Perrin,Catherine M.,
1990-11-06,3B02,Fried,Ron,
1990-11-06,3B03,Panchak,Sandy,
1990-11-06,3B04,Seigel,Charles M.,
1992-11-03,3B02,Jory,David C.,
1992-11-03,3B03,Panchak,Sandy,
1992-11-03,3B04,Seigel,Charles M.,
1994-11-08,3B02,Jory,David C.,
1994-11-08,3B03,Rattley,Elliott,
1994-11-08,3B04,Ritzenberg,Toni A.,
1996-11-05,3B02,Mizerek,Monica,
1996-11-05,3B03,Burkhart,Eduardo,
1996-11-05,3B04,Ritzenberg,Toni A.,
1998-11-03,3B02,Mizerek,Monica,
1998-11-03,3B03,Breeden,Ann Lloyd,
1998-11-03,3B04,Ritzenberg,Toni A.,
2000-11-07,3B02,Mizerek,Monica,
2000-11-07,3B03,Breeden,Ann Lloyd,
2000-11-07,3B04,Ritzenberg,Toni A.,
2002-11-05,3B02,Orr,Jonathan J.,
2002-11-05,3B03,Lane,Melissa,
2002-11-05,3B04,Halpin,Michael,
2004-11-02,3B02,Howe,Charles,
2004-11-02,3B03,Lane,Melissa,
2004-11-02,3B04,No candidate,,
2006-11-07,3B02,No candidate,,
2006-11-07,3B03,Lane,Melissa,
2006-11-07,3B04,Kreitzman,Horace,
2008-11-04,3B02,Blevins,Alan,
2008-11-04,3B03,Lane,Melissa,
2008-11-04,3B04,Kreitzman,Howie,
2010-11-02,3B02,Blumenthal,Jackie,
2010-11-02,3B03,Stevens,Mark,
2010-11-02,3B04,Kreitzman,Horace,
2012-11-06,3B02,Blumenthal,Jackie,
2012-11-06,3B03,Fulwood,Charles Cinque,
2012-11-06,3B04,Young,Mary C.,
1979-11-06,3B05,No candidate,,
1979-11-06,3B06,Aronica,Louis S.,
1979-11-06,3C01,Klose,Christopher,
1981-11-03,3B05,No candidate,,
1981-11-03,3B06,Rankin,Kirk,
1981-11-03,3C01,Ohman,Lynn Ann,
1984-11-06,3B05,Scolaro,Patricia T.,
1984-11-06,3B06,Rankin,Kirk,
1984-11-06,3C01,Kelly,Brenda G.,
1986-11-04,3B05,Wedderburn,Dan,
1986-11-04,3B06,Worth,Barbara,
1986-11-04,3C01,Opacinch,Cheryl A.,
1988-11-08,3B05,Fleming,Frederick H.,
1988-11-08,3B06,Samaya-Barnes,Dianne,
1988-11-08,3C01,Opacinch,Cheryl A.,
1990-11-06,3B05,Fleming,Frederick H.,
1990-11-06,3B06,Samaya-Barnes,Dianne,
1990-11-06,3C01,Opacinch,Cheryl A.,
1992-11-03,3B05,Corey,Joe,
1992-11-03,3C01,Opacinch,Cheryl A.,
1994-11-08,3B05,Corey,Joe,
1994-11-08,3C01,Opacinch,Cheryl A.,
1996-11-05,3B05,Lively,James C.,
1996-11-05,3C01,Opacinch,Cheryl A.,
1998-11-03,3B05,Lively,James C.,
1998-11-03,3C01,Opacinch,Cheryl A.,
2000-11-07,3B05,Lively,James C.,
2000-11-07,3C01,Opacinch,Cheryl A.,
2002-11-05,3B05,Lively,Christopher J.,
2002-11-05,3C01,Hahn,Allen,
2004-11-02,3B05,Bowman,Amy,
2004-11-02,3C01,Black,Dia,
2007-11-06,3B05,Cohen,Brian A.,
2007-11-06,3C01,Black,Dia,
2008-11-04,3B05,Cohen,Brian A.,
2008-11-04,3C01,Reba,Lee Brian,
2010-11-02,3B05,Cohen,Brian A.,
2010-11-02,3C01,Reba,Lee Brian,
2012-11-06,3B05,Cohen,Brian A.,
2012-11-06,3C01,Reba,Lee Brian,
1979-11-06,3C02,Haugen,Ruth,
1979-11-06,3C03,Asher,Thomas R.,
1979-11-06,3C04,Goldblatt,Joe Jeff,
1981-11-03,3C02,Haugen,Ruth,
1981-11-03,3C03,Szoradi,Charles,
1981-11-03,3C04,No candidate,,
1984-11-06,3C02,Friedman,Samuel M.,
1984-11-06,3C03,Koteen,Lisa,
1984-11-06,3C04,Kamarck,Lynn G.,
1986-11-04,3C02,Friedman,Samuel M.,
1986-11-04,3C03,Jenkins,John A.,
1986-11-04,3C04,Burns,Roger,
1988-11-08,3C02,Sampson,Robert P.,
1988-11-08,3C03,Jenkins,John A.,
1988-11-08,3C04,Burns,Roger,
1990-11-06,3C02,Sampson,Robert P.,
1990-11-06,3C03,Jenkins,John A.,
1990-11-06,3C04,Burns,Roger,
1992-11-03,3C02,Gordon,Ian P.,
1992-11-03,3C03,Blum,Maureen,
1992-11-03,3C04,Burns,Roger,
1994-11-08,3C02,Gordon,Ian P.,
1994-11-08,3C03,Blum,Maureen,
1994-11-08,3C04,Ingram,Jeanne,
1996-11-05,3C02,Blevins,Alan,
1996-11-05,3C03,Blum,Maureen,
1996-11-05,3C04,Ingram,Jeanne,
1998-11-03,3C02,Blevins,Alan,
1998-11-03,3C03,Molnar,Michael V.,
1998-11-03,3C04,No candidate,,
2000-11-07,3C02,Vorndran,Kurt,
2000-11-07,3C03,Saranovich,Michele,
2000-11-07,3C04,Bartel,Richard C.,
2002-11-05,3C02,Vorndran,Kurt,
2002-11-05,3C03,Martin,Bob,
2002-11-05,3C04,Bartel,Richard C.,
2004-11-02,3C02,Lindeman,Deborah Jane,
2004-11-02,3C03,Zobay,Stephanie M.,
2004-11-02,3C04,Fechter,Avram,
2006-11-07,3C02,Day,Gloria E.,
2006-11-07,3C03,Zobay,Stephanie M.,
2006-11-07,3C04,Fechter,Avram,
2008-11-04,3C02,Kummings,William W.,
2008-11-04,3C03,Bairstow,Anne-Marie,
2008-11-04,3C04,Hart,Josh,
2010-11-02,3C02,Kummings,William W.,
2010-11-02,3C03,Bairstow,Anne-Marie,
2010-11-02,3C04,Burns,Roger,
2012-11-06,3C02,Bole,Gwendolyn,
2012-11-06,3C03,Kaliel,Jeffrey,
2012-11-06,3C04,Steacy,Richard,
1979-11-06,3C05,Mendelson,Phil,
1979-11-06,3C06,Strand,Kaj A.,
1979-11-06,3C07,Kopff,Gary J.,
1981-11-03,3C05,No candidate,,
1981-11-03,3C06,Strand,Kaj A.,
1981-11-03,3C07,No candidate,,
1984-11-06,3C05,Robin,Peggy,
1984-11-06,3C06,Mendelson,Phil,
1984-11-06,3C07,Wamsley,Patricia,
1986-11-04,3C05,Robin,Peggy,
1986-11-04,3C06,Mendelson,Phil,
1986-11-04,3C07,Wamsley,Patricia,
1988-11-08,3C05,Handlers,Laurie,
1988-11-08,3C06,Mendelson,Phil,
1988-11-08,3C07,Wamsley,Patricia,
1990-11-06,3C05,Handlers,Laurie,
1990-11-06,3C06,Mendelson,Phil,
1990-11-06,3C07,Wamsley,Patricia,
1992-11-03,3C05,Strand,Emilie,
1992-11-03,3C06,Mendelson,Phil,
1992-11-03,3C07,Wamsley,Patricia,
1994-11-08,3C05,Strand,Emilie,
1994-11-08,3C06,Mendelson,Phil,
1994-11-08,3C07,Wamsley,Patricia,
1996-11-05,3C05,No candidate,,
1996-11-05,3C06,Mendelson,Phil,
1996-11-05,3C07,Daubert,Gail,
1998-11-03,3C05,Loikow,Ann Hume,
1998-11-03,3C06,Evans,Jim,
1998-11-03,3C07,Blanchard,Lyle,
2000-11-07,3C05,Welsh,John M.,
2000-11-07,3C06,Rohde,Cliff,
2000-11-07,3C07,Hydle,Lars,
2002-11-05,3C05,Welsh,John M.,
2002-11-05,3C06,Reeves,Trudy,
2002-11-05,3C07,Hogan,Sheila,
2004-11-02,3C05,Beckner,R. Bruce,
2004-11-02,3C06,Reeves,Trudy,
2004-11-02,3C07,Hogan,Sheila,
2007-11-06,3C05,Beckner,R. Bruce,
2007-11-06,3C06,Reeves,Trudy,
2007-11-06,3C07,Rothblum,Richard,
2008-11-04,3C05,Afzal,Leila J.,
2008-11-04,3C06,Reeves,Trudy,
2008-11-04,3C07,Rothblum,Richard Stone,
2010-11-02,3C05,Afzal,Leila J.,
2010-11-02,3C06,Reeves,Trudy,
2010-11-02,3C07,Silveira,Victor,
2012-11-06,3C05,Siegel,Margaret A.,
2012-11-06,3C06,Roller,Carl,
2012-11-06,3C07,Silveira,Victor,
1979-11-06,3C08,No candidate,,
1979-11-06,3C09,No candidate,,
1979-11-06,3C10,Rugo,Joseph,
1981-11-03,3C08,No candidate,,
1981-11-03,3C09,Warsley,Patricia,
1981-11-03,3C10,Price,Lora,
1984-11-06,3C08,Grinnell,David,
1984-11-06,3C09,Gilbert,Jane L.,
1986-11-04,3C08,Grinnell,David,
1986-11-04,3C09,Espenschied,Peter,
1988-11-08,3C08,Doggett,Rosalyn P.,
1988-11-08,3C09,Espenschied,Peter,
1990-11-06,3C08,Doggett,Rosalyn P.,
1990-11-06,3C09,Espenschied,Peter,
1992-11-03,3C08,Doggett,Rosalyn P.,
1992-11-03,3C09,Noroozi,Lois Dubray,
1994-11-08,3C08,Doggett,Rosalyn P.,
1994-11-08,3C09,Bates,Jeremy,
1996-11-05,3C08,Doggett,Rosalyn P.,
1996-11-05,3C09,Bates,Jeremy,
1998-11-03,3C08,Doggett,Rosalyn P.,
1998-11-03,3C09,Miller,Ruthanne G.,
2000-11-07,3C08,Doggett,Rosalyn P.,
2000-11-07,3C09,MacWood,Nancy,
2002-11-05,3C08,Nord,Nancy,
2002-11-05,3C09,MacWood,Nancy,
2004-11-02,3C08,Nord,Nancy,
2004-11-02,3C09,MacWood,Nancy,
2007-11-06,3C08,May,Catherine,
2007-11-06,3C09,MacWood,Nancy J.,
2008-11-04,3C08,May,Catherine,
2008-11-04,3C09,MacWood,Nancy J.,
2010-11-02,3C08,May,Catherine,
2010-11-02,3C09,MacWood,Nancy J.,
2012-11-06,3C08,May,Catherine,
2012-11-06,3C09,MacWood,Nancy J.,
1979-11-06,3D01,Pearl,Muriel C.,
1979-11-06,3D02,No candidate,,
1979-11-06,3D03,De Vecchio,Lois L.,
1981-11-03,3D01,No candidate,,
1981-11-03,3D02,Sherman,Andrew J.,
1981-11-03,3D03,No candidate,,
1984-11-06,3D01,Wayman,Diane D.,
1984-11-06,3D02,No candidate,,
1984-11-06,3D03,De Vecchio,Lois L.,
1986-11-04,3D01,Leonard,Jane E.,
1986-11-04,3D02,Hunter,D.,
1986-11-04,3D03,Heuer,Ann F.,
1988-11-08,3D01,Leonard,Jane E.,
1988-11-08,3D02,Mound,Andrew J.,
1988-11-08,3D03,Heuer,Ann F.,
1990-11-06,3D01,Guggenheim,Marion S.,
1990-11-06,3D02,Gessler,Joshua J.,
1990-11-06,3D03,Heuer,Ann F.,
1992-11-03,3D01,Guggenheim,Marion S.,
1992-11-03,3D02,Krashin,Jeffrey,
1992-11-03,3D03,Heuer,Ann F.,
1994-11-08,3D01,Guggenheim,Marion S.,
1994-11-08,3D02,Krashin,Jeffrey,
1994-11-08,3D03,Hamilton,Tanya K.,
1996-11-05,3D01,Rosenberg,Daniel,
1996-11-05,3D02,Paul,Nicholas I.,II
1996-11-05,3D03,Hamilton,Tanya K.,
1998-11-03,3D01,Rosenberg,Daniel,
1998-11-03,3D02,Paul,Dennis I.,Jr
1998-11-03,3D03,Hamilton,Tanya K.,
2000-11-07,3D01,Griswold,Stephen,
2000-11-07,3D02,Jewett,Fletcher M.,
2000-11-07,3D03,Hamilton,Tanya K.,
2002-11-05,3D01,Mullane,Hugh G.,
2002-11-05,3D02,Shapley,Sarah Stowell,
2002-11-05,3D03,Hamilton,Tanya K.,
2004-11-02,3D01,Mullane,Hugh G.,
2004-11-02,3D02,Shapley,Sarah Stowell,
2004-11-02,3D03,No candidate,,
2006-11-07,3D01,Sandza,Elizabeth,
2006-11-07,3D02,Smith,Tom,
2006-11-07,3D03,Wells,Nan S.,
2008-11-04,3D01,Sandza,Elizabeth,
2008-11-04,3D02,Smith,Tom,
2008-11-04,3D03,Wells,Nan S.,
2010-11-02,3D01,Slowinski,Kent,
2010-11-02,3D02,Smith,Tom,
2010-11-02,3D03,Wells,Nan S.,
2012-11-06,3D01,Slowinski,Kent,
2012-11-06,3D02,Smith,Tom,
2012-11-06,3D03,Wells,Nan S.,
1979-11-06,3D04,No candidate,,
1979-11-06,3D05,Garner,Joel H.,
1979-11-06,3D06,Feldman,Nancy L.,
1981-11-03,3D04,No candidate,,
1981-11-03,3D05,Garner,Joel H.,
1981-11-03,3D06,Feldman,Nancy L.,
1984-11-06,3D04,Murphy,Jos. Dinsmore,
1984-11-06,3D05,Archer,Robert,
1984-11-06,3D06,Feldman,Nancy L.,
1986-11-04,3D04,Murphy,Jos Dinsmore,
1986-11-04,3D05,Archer,Robert,
1986-11-04,3D06,Gray,Sheila Hafter,
1988-11-08,3D04,Murphy,Jos. Dinsmore,
1988-11-08,3D05,Archer,Robert,
1988-11-08,3D06,Waid,Joyce U.,
1990-11-06,3D04,Murphy,Jos. Dinsmore,
1990-11-06,3D05,Cross,Daniel Carroll,
1990-11-06,3D06,Waid,Joyce U.,
1992-11-03,3D04,Murphy,Joseph D.,
1992-11-03,3D05,Lewis,Eleanor Roberts,
1992-11-03,3D06,Singer,James W.,
1994-11-08,3D04,Murphy,Joseph D.,
1994-11-08,3D05,Lewis,Eleanor Roberts,
1994-11-08,3D06,Heuer,Ann F.,
1996-11-05,3D04,Murphy,Joseph D.,
1996-11-05,3D05,Lewis,Eleanor Roberts,
1996-11-05,3D06,Heuer,Ann F.,
1998-11-03,3D04,Shaughness,Patrick G.,
1998-11-03,3D05,Lewis,Eleanor Roberts,
1998-11-03,3D06,Heuer,Ann F.,
2000-11-07,3D04,Finney,John,
2000-11-07,3D05,Lewis,Eleanor Roberts,
2000-11-07,3D06,Heuer,Ann F.,
2002-11-05,3D04,Finney,John,
2002-11-05,3D05,Gates,Alma Hardy,
2002-11-05,3D06,Heuer,Ann F.,
2004-11-02,3D04,Thompson,Rachel,
2004-11-02,3D05,Gates,Alma Hardy,
2004-11-02,3D06,Heuer,Ann F.,
2006-11-07,3D04,Thompson,Rachel W.,
2006-11-07,3D05,Gates,Alma Hardy,
2006-11-07,3D06,Heuer,Ann F.,
2008-11-04,3D04,Ross,Stu,
2008-11-04,3D05,Ditonto,Thomas L.,
2008-11-04,3D06,Heuer,Ann F.,
2010-11-02,3D04,Ross,Stu,
2010-11-02,3D05,Thomas,William P.,
2010-11-02,3D06,Heuer,Ann F.,
2012-11-06,3D04,Ross,Stu,
2012-11-06,3D05,Thomas,W. Philip,
2012-11-06,3D06,Pagano,"Priscilla ""Penny""",
1979-11-06,3D07,Fani,Barbara G.,
1981-11-03,3D07,No candidate,,
1992-11-03,3D07,Mize,Melanie,
1994-11-08,3D07,No candidate,,
1996-11-05,3D07,Schoolfield,Tyeisha,
1998-11-03,3D07,Saft,Benjamin,
2000-11-07,3D07,Hurst,Michael,
2000-11-07,3D08,No candidate,,
2000-11-07,3D09,No candidate,,
2002-11-05,3D07,No candidate,,
2002-11-05,3D08,No candidate,,
2002-11-05,3D09,Polk,Scott,
2004-11-02,3D07,No candidate,,
2004-11-02,3D08,Hamilton,Richard,
2004-11-02,3D09,Haas,Ann,
2006-11-07,3D07,No candidate,,
2006-11-07,3D08,No candidate,,
2006-11-07,3D09,Haas,Ann,
2008-11-04,3D07,No candidate,,
2008-11-04,3D08,Minichiello,Lee P.,
2008-11-04,3D09,Haas,Ann,
2010-11-02,3D07,Jones,Deon,
2010-11-02,3D08,Minichiello,Lee P.,
2010-11-02,3D09,Haas,Ann,
2012-11-06,3D07,Slatko,Rory,
2012-11-06,3D08,Gold,Michael,
2012-11-06,3D09,Trotter,Gayle,
2012-11-06,3D10,Wisniewski,Joe,
1979-11-06,3E01,Mower,Jack H.,
1979-11-06,3E02,No candidate,,
1979-11-06,3E03,Middleton,Lorraine,
1981-11-03,3E01,Sheahan,Diane B.,
1981-11-03,3E02,Porter,George W.,
1981-11-03,3E03,Purcell,Arthur H.,
1984-11-06,3E01,No candidate,,
1984-11-06,3E02,Hansen,Erling,
1984-11-06,3E03,Dunnan,Michael R.,
1986-11-04,3E01,No candidate,,
1986-11-04,3E02,Raiche,Stephen J.,
1986-11-04,3E03,No candidate,,
1988-11-08,3E01,Sheahan,Diane B.,
1988-11-08,3E02,Raiche,Stephen J.,
1988-11-08,3E03,Curtin,James H.,
1990-11-06,3E01,Sheahan,Diane B.,
1990-11-06,3E02,Raiche,Stephen J.,
1990-11-06,3E03,Curtin,James H.,
1992-11-03,3E01,Kravetz,Beth,
1992-11-03,3E02,Raiche,Stephen J.,
1992-11-03,3E03,Evans,Mary E.,
1994-11-08,3E01,Kravetz,Beth,
1994-11-08,3E02,Schlesinger,Matthew J.,
1994-11-08,3E03,Wolf,Michael,
1996-11-05,3E01,Kravetz,Beth,
1996-11-05,3E02,Dobbins,Rebecca N.,
1996-11-05,3E03,Yeo,Peter,
1998-11-03,3E01,Posniak,Steve,
1998-11-03,3E02,McNamara,Chris,
1998-11-03,3E03,Yeo,Peter,
2000-11-07,3E01,Guynn,Leslie Kraftt,
2000-11-07,3E02,McNamara,Chris,
2000-11-07,3E03,DiBiase,Thomas A.,
2002-11-05,3E01,Bauer,Amy L.,
2002-11-05,3E02,Hoang,Amy,
2002-11-05,3E03,DiBiase,Thomas A.,
2004-11-02,3E01,McVey,Amy L.,
2004-11-02,3E02,Wrona,Amy Hoang,
2004-11-02,3E03,Todd,Chapman,
2006-11-07,3E01,Mcvey,Amy L.,
2006-11-07,3E02,Primor,Talia,
2006-11-07,3E03,Sherman,Carolyn M.,
2008-11-04,3E01,Sklover,Beverly,
2008-11-04,3E02,Frumin,Matthew,
2008-11-04,3E03,Bender,Jonathan,
2010-11-02,3E01,Sklover,Beverly,
2010-11-02,3E02,Frumin,Matthew,
2010-11-02,3E03,Bender,Jonathan,
2012-11-06,3E01,Haile,Elizabeth S.,
2012-11-06,3E02,Frumin,Matthew,
2012-11-06,3E03,Bender,Jonathan,
1979-11-06,3E04,Spevak,Virginia Sager,
1979-11-06,3E05,No candidate,,
1979-11-06,3F01,Fitzgerald,Mary M.,
1981-11-03,3E04,Posniak,Steve,
1981-11-03,3E05,Mosley,Doris T.,
1981-11-03,3F01,No candidate,,
1984-11-06,3E04,Posniak,Steve,
1984-11-06,3E05,Ruane,John J.,
1984-11-06,3F01,Keegan,Joseph,
1986-11-04,3E04,Lehfeldt,Richard,
1986-11-04,3E05,Strauss,Paul,
1986-11-04,3F01,Valentine,Kendall,
1988-11-08,3E04,Yudin,David E.,
1988-11-08,3E05,Strauss,Paul,
1988-11-08,3F01,Belcher,Stephen P.,Jr
1990-11-06,3E04,Grumbine,Mary,
1990-11-06,3E05,Strauss,Paul,
1990-11-06,3F01,Belcher,Stephen P.,Jr
1992-11-03,3E04,Fox,Marian,
1992-11-03,3E05,Strauss,Paul,
1992-11-03,3F01,Berlin,Marlene,
1994-11-08,3E04,Fox,Marian,
1994-11-08,3E05,Strauss,Paul,
1994-11-08,3F01,Lapine,Chuck,
1996-11-05,3E04,Diskan,Jill,
1996-11-05,3E05,Sole,Andre M.,
1996-11-05,3F01,Schumacher,Sue,
1998-11-03,3E04,Diskan,Jill,
1998-11-03,3E05,Mayo,Charles,
1998-11-03,3F01,Kogan,Phil,
2000-11-07,3E04,Diskan,Jill,
2000-11-07,3E05,Gordon,Frank,
2000-11-07,3F01,Kogan,Phil,
2002-11-05,3E04,Eldridge,Lucy,
2002-11-05,3E05,Helfant,Matthew,
2002-11-05,3F01,Kessler,Carl R.,
2004-11-02,3E04,Eldridge,Lucy,
2004-11-02,3E05,Sullivan,Anne,
2004-11-02,3F01,Kessler,Carl R.,
2006-11-07,3E04,Eldridge,Lucy,
2006-11-07,3E05,Sullivan,Anne C.,
2006-11-07,3F01,Banta,Susan,
2008-11-04,3E04,Eldridge,Lucy,
2008-11-04,3E05,Serebin,Sam,
2008-11-04,3F01,Banta,Susan M.,
2010-11-02,3E04,Quinn,Tom,
2010-11-02,3E05,Serebin,Sam J.,
2010-11-02,3F01,Tope,Adam,
2012-11-06,3E04,Quinn,Tom,
2012-11-06,3E05,Serebin,Sam J.,
2012-11-06,3F01,Tope,Adam Scott,
1979-11-06,3F02,Belcher,Stephen P.,Jr
1979-11-06,3F03,Myerson,Marilyn L.,
1979-11-06,3F04,Higgins,Frank A.,
1981-11-03,3F02,Kharasch,Shari,
1981-11-03,3F03,No candidate,,
1981-11-03,3F04,No candidate,,
1984-11-06,3F02,Costelloe,Valerie,
1984-11-06,3F03,Hammill,Frank,
1984-11-06,3F04,Corn,Gloria R.,
1986-11-04,3F02,Costelloe,Valerie,
1986-11-04,3F03,Hammill,Frank,
1986-11-04,3F04,Lingreen,Edna,
1988-11-08,3F02,Jamison,Sara Jane,
1988-11-08,3F03,Hammill,Frank,
1988-11-08,3F04,Harrison,Cynthia E.,
1990-11-06,3F02,Larson,James A.,Jr
1990-11-06,3F03,Moran,Joe,
1990-11-06,3F04,Hand,Brian E.,
1992-11-03,3F02,Kay,Paul Edward,
1992-11-03,3F03,Rachlin,Marjorie B.,
1992-11-03,3F04,Cordes,Leslie Black,
1994-11-08,3F02,Perry,Karen Lee,
1994-11-08,3F03,Van Der Kemp,Frank,
1994-11-08,3F04,Gresham,Sally W.,
1996-11-05,3F02,Perry,Karen Lee,
1996-11-05,3F03,No candidate,,
1996-11-05,3F04,Collins,Marjorie,
1998-11-03,3F02,Perry,Karen Lee,
1998-11-03,3F03,Maudlin,Robert V.,
1998-11-03,3F04,Bardin,David J.,
2000-11-07,3F02,Perry,Karen Lee,
2000-11-07,3F03,Maudlin,Robert V.,
2000-11-07,3F04,Bardin,David J.,
2002-11-05,3F02,Perry,Karen Lee,
2002-11-05,3F03,Maudlin,Robert V.,
2002-11-05,3F04,Bardin,David J.,
2004-11-02,3F02,Perry,Karen Lee,
2004-11-02,3F03,Maudlin,Robert V.,
2004-11-02,3F04,Winstead,Frank T.,
2006-11-07,3F02,Perry,Karen Lee,
2006-11-07,3F03,Solomon,Jane,
2006-11-07,3F04,Winstead,Frank T.,
2008-11-04,3F02,Perry,Karen Lee,
2008-11-04,3F03,Mansour,Jane S.,
2008-11-04,3F04,Whitley,Tom,
2010-11-02,3F02,Perry,Karen Lee,
2010-11-02,3F03,Beiley,Karen,
2010-11-02,3F04,Whitley,Tom,
2012-11-06,3F02,Perry,Karen Lee,
2012-11-06,3F03,Ray,Mary Beth,
2012-11-06,3F04,Gresham,Sally W.,
1979-11-06,3F05,No candidate,,
1979-11-06,3F06,Luchs,Barbara B.,
1979-11-06,3F07,No candidate,,
1981-11-03,3F05,Corn,Gloria R.,
1981-11-03,3F06,Luchs,Barbara B.,
1981-11-03,3F07,Cline,Robert A.,
1984-11-06,3F05,Gretman,Gerald,
1984-11-06,3F06,Viezens,Christine,
1986-11-04,3F05,Steinman,Stanley J.,
1986-11-04,3F06,Viezens,Christine,
1988-11-08,3F05,Hart,Mark Wesley,
1988-11-08,3F06,Fodor,Eden V.,
